Id,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
624,3,0,21.0,0,0,16.1,1,0
625,1,0,61.0,0,0,32.3208,1,0
626,2,0,57.0,0,0,12.35,2,0
627,1,1,21.0,0,0,77.9583,1,1
628,3,0,26.0,0,0,7.8958,1,0
629,3,0,26.0,0,0,7.7333,2,0
630,1,0,80.0,0,0,30.0,1,1
631,3,0,51.0,0,0,7.0542,1,0
632,1,0,32.0,0,0,30.5,0,1
633,1,0,24.0,0,0,0.0,1,0
634,3,1,9.0,3,2,27.9,1,0
635,2,1,28.0,0,0,13.0,1,1
636,3,0,32.0,0,0,7.925,1,0
637,2,0,31.0,1,1,26.25,1,0
638,3,1,41.0,0,5,39.6875,1,0
639,3,0,21.0,1,0,16.1,1,0
640,3,0,20.0,0,0,7.8542,1,0
641,1,1,24.0,0,0,69.3,0,1
642,3,1,2.0,3,2,27.9,1,0
643,3,0,23.0,0,0,56.4958,1,1
644,3,1,0.75,2,1,19.2583,0,1
645,1,0,48.0,1,0,76.7292,0,1
646,3,0,19.0,0,0,7.8958,1,0
647,1,0,56.0,0,0,35.5,0,1
648,3,0,34.0,0,0,7.55,1,0
649,3,1,23.0,0,0,7.55,1,1
650,3,0,19.0,0,0,7.8958,1,0
651,2,1,18.0,0,1,23.0,1,1
652,3,0,21.0,0,0,8.4333,1,0
653,3,1,32.0,0,0,7.8292,2,1
654,3,1,18.0,0,0,6.75,2,0
655,2,0,24.0,2,0,73.5,1,0
656,3,0,39.0,0,0,7.8958,1,0
657,3,1,32.0,1,1,15.5,2,0
658,2,0,23.0,0,0,13.0,1,0
659,1,0,58.0,0,2,113.275,0,0
660,1,0,50.0,2,0,133.65,1,1
661,3,0,40.0,0,0,7.225,0,0
662,1,0,47.0,0,0,25.5875,1,0
663,3,0,36.0,0,0,7.4958,1,0
664,3,0,20.0,1,0,7.925,1,1
665,2,0,32.0,2,0,73.5,1,0
666,2,0,25.0,0,0,13.0,1,0
667,3,0,27.0,0,0,7.775,1,0
668,3,0,43.0,0,0,8.05,1,0
669,1,1,37.0,1,0,52.0,1,1
670,2,1,40.0,1,1,39.0,1,1
671,1,0,31.0,1,0,52.0,1,0
672,2,0,70.0,0,0,10.5,1,0
673,2,0,31.0,0,0,13.0,1,1
674,2,0,37.0,0,0,0.0,1,0
675,3,0,18.0,0,0,7.775,1,0
676,3,0,24.5,0,0,8.05,1,0
677,3,1,18.0,0,0,9.8417,1,1
678,3,1,43.0,1,6,46.9,1,0
679,1,0,36.0,0,1,512.3292,0,1
680,3,1,30.0,0,0,8.1375,2,0
681,1,0,27.0,0,0,76.7292,0,1
682,3,0,20.0,0,0,9.225,1,0
683,3,0,14.0,5,2,46.9,1,0
684,2,0,60.0,1,1,39.0,1,0
685,2,0,25.0,1,2,41.5792,0,0
686,3,0,14.0,4,1,39.6875,1,0
687,3,0,19.0,0,0,10.1708,1,0
688,3,0,18.0,0,0,7.7958,1,0
689,1,1,15.0,0,1,211.3375,1,1
690,1,0,31.0,1,0,57.0,1,1
691,3,1,4.0,0,1,13.4167,0,1
692,3,0,18.0,0,0,56.4958,1,1
693,3,0,25.0,0,0,7.225,0,0
694,1,0,60.0,0,0,26.55,1,0
695,2,0,52.0,0,0,13.5,1,0
696,3,0,44.0,0,0,8.05,1,0
697,3,1,28.0,0,0,7.7333,2,1
698,1,0,49.0,1,1,110.8833,0,0
699,3,0,42.0,0,0,7.65,1,0
700,1,1,18.0,1,0,227.525,0,1
701,1,0,35.0,0,0,26.2875,1,1
702,3,1,18.0,0,1,14.4542,0,0
703,3,0,25.0,0,0,7.7417,2,0
704,3,0,26.0,1,0,7.8542,1,0
705,2,0,39.0,0,0,26.0,1,0
706,2,1,45.0,0,0,13.5,1,1
707,1,0,42.0,0,0,26.2875,1,1
708,1,1,22.0,0,0,151.55,1,1
709,3,0,31.0,1,1,15.2458,0,1
710,1,1,24.0,0,0,49.5042,0,1
711,1,0,33.0,0,0,26.55,1,0
712,1,0,48.0,1,0,52.0,1,1
713,3,0,29.0,0,0,9.4833,1,0
714,2,0,52.0,0,0,13.0,1,0
715,3,0,19.0,0,0,7.65,1,0
716,1,1,38.0,0,0,227.525,0,1
717,2,1,27.0,0,0,10.5,1,1
718,3,0,35.0,0,0,15.5,2,0
719,3,0,33.0,0,0,7.775,1,0
720,2,1,6.0,0,1,33.0,1,1
721,3,0,17.0,1,0,7.0542,1,0
722,2,0,34.0,0,0,13.0,1,0
723,2,0,50.0,0,0,13.0,1,0
724,1,0,27.0,1,0,53.1,1,1
725,3,0,20.0,0,0,8.6625,1,0
726,2,1,30.0,3,0,21.0,1,1
727,3,1,36.0,0,0,7.7375,2,1
728,2,0,25.0,1,0,26.0,1,0
729,3,1,25.0,1,0,7.925,1,0
730,1,1,29.0,0,0,211.3375,1,1
731,3,0,11.0,0,0,18.7875,0,0
732,2,0,27.0,0,0,0.0,1,0
733,2,0,23.0,0,0,13.0,1,0
734,2,0,23.0,0,0,13.0,1,0
735,3,0,28.5,0,0,16.1,1,0
736,3,1,48.0,1,3,34.375,1,0
737,1,0,35.0,0,0,512.3292,0,1
738,3,0,30.0,0,0,7.8958,1,0
739,3,0,34.0,0,0,7.8958,1,0
740,1,0,27.0,0,0,30.0,1,1
741,1,0,36.0,1,0,78.85,1,0
742,1,1,21.0,2,2,262.375,0,1
743,3,0,24.0,1,0,16.1,1,0
744,3,0,31.0,0,0,7.925,1,1
745,1,0,70.0,1,1,71.0,1,0
746,3,0,16.0,1,1,20.25,1,0
747,2,1,30.0,0,0,13.0,1,1
748,1,0,19.0,1,0,53.1,1,0
749,3,0,31.0,0,0,7.75,2,0
750,2,1,4.0,1,1,23.0,1,1
751,3,0,6.0,0,1,12.475,1,1
752,3,0,33.0,0,0,9.5,1,0
753,3,0,23.0,0,0,7.8958,1,0
754,2,1,48.0,1,2,65.0,1,1
755,2,0,0.67,1,1,14.5,1,1
756,3,0,28.0,0,0,7.7958,1,0
757,2,0,18.0,0,0,11.5,1,0
758,3,0,34.0,0,0,8.05,1,0
759,1,1,33.0,0,0,86.5,1,1
760,3,0,26.0,0,0,14.5,1,0
761,3,0,41.0,0,0,7.125,1,0
762,3,0,20.0,0,0,7.2292,0,1
763,1,1,36.0,1,2,120.0,1,1
764,3,0,16.0,0,0,7.775,1,0
765,1,1,51.0,1,0,77.9583,1,1
766,1,0,20.0,0,0,39.6,0,0
767,3,1,30.5,0,0,7.75,2,0
768,3,0,25.0,1,0,24.15,2,0
769,3,0,32.0,0,0,8.3625,1,0
770,3,0,24.0,0,0,9.5,1,0
771,3,0,48.0,0,0,7.8542,1,0
772,2,1,57.0,0,0,10.5,1,0
773,3,0,18.0,0,0,7.225,0,0
774,2,1,54.0,1,3,23.0,1,1
775,3,0,18.0,0,0,7.75,1,0
776,3,0,22.0,0,0,7.75,2,0
777,3,1,5.0,0,0,12.475,1,1
778,3,0,31.0,0,0,7.7375,2,0
779,1,1,43.0,0,1,211.3375,1,1
780,3,1,13.0,0,0,7.2292,0,1
781,1,1,17.0,1,0,57.0,1,1
782,1,0,29.0,0,0,30.0,1,0
783,3,0,36.0,1,2,23.45,1,0
784,3,0,25.0,0,0,7.05,1,0
785,3,0,25.0,0,0,7.25,1,0
786,3,1,18.0,0,0,7.4958,1,1
787,3,0,8.0,4,1,29.125,2,0
788,3,0,1.0,1,2,20.575,1,1
789,1,0,46.0,0,0,79.2,0,0
790,3,0,38.0,0,0,7.75,2,0
791,2,0,16.0,0,0,26.0,1,0
792,3,1,36.0,8,2,69.55,1,0
793,1,0,36.0,0,0,30.6958,0,0
794,3,0,25.0,0,0,7.8958,1,0
795,2,0,39.0,0,0,13.0,1,0
796,1,1,49.0,0,0,25.9292,1,1
797,3,1,31.0,0,0,8.6833,1,1
798,3,0,30.0,0,0,7.2292,0,0
799,3,1,30.0,1,1,24.15,1,0
800,2,0,34.0,0,0,13.0,1,0
801,2,1,31.0,1,1,26.25,1,1
802,1,0,11.0,1,2,120.0,1,1
803,3,0,0.42,0,1,8.5167,0,1
804,3,0,27.0,0,0,6.975,1,1
805,3,0,31.0,0,0,7.775,1,0
806,1,0,39.0,0,0,0.0,1,0
807,3,1,18.0,0,0,7.775,1,0
808,2,0,39.0,0,0,13.0,1,0
809,1,1,33.0,1,0,53.1,1,1
810,3,0,26.0,0,0,7.8875,1,0
811,3,0,39.0,0,0,24.15,1,0
812,2,0,35.0,0,0,10.5,1,0
813,3,1,6.0,4,2,31.275,1,0
814,3,0,30.5,0,0,8.05,1,0
815,1,0,19.0,0,0,0.0,1,0
816,3,1,23.0,0,0,7.925,1,0
817,2,0,31.0,1,1,37.0042,0,0
818,3,0,43.0,0,0,6.45,1,0
819,3,0,10.0,3,2,27.9,1,0
820,1,1,52.0,1,1,93.5,1,1
821,3,0,27.0,0,0,8.6625,1,1
822,1,0,38.0,0,0,0.0,1,0
823,3,1,27.0,0,1,12.475,1,1
824,3,0,2.0,4,1,39.6875,1,0
825,3,0,25.0,0,0,6.95,2,0
826,3,0,18.0,0,0,56.4958,1,0
827,2,0,1.0,0,2,37.0042,0,1
828,3,0,36.0,0,0,7.75,2,1
829,1,1,62.0,0,0,80.0,0,1
830,3,1,15.0,1,0,14.4542,0,1
831,2,0,0.83,1,1,18.75,1,1
832,3,0,30.0,0,0,7.2292,0,0
833,3,0,23.0,0,0,7.8542,1,0
834,3,0,18.0,0,0,8.3,1,0
835,1,1,39.0,1,1,83.1583,0,1
836,3,0,21.0,0,0,8.6625,1,0
837,3,0,24.0,0,0,8.05,1,0
838,3,0,32.0,0,0,56.4958,1,1
839,1,0,36.0,0,0,29.7,0,1
840,3,0,20.0,0,0,7.925,1,0
841,2,0,16.0,0,0,10.5,1,0
842,1,1,30.0,0,0,31.0,0,1
843,3,0,34.5,0,0,6.4375,0,0
844,3,0,17.0,0,0,8.6625,1,0
845,3,0,42.0,0,0,7.55,1,0
846,3,0,19.0,8,2,69.55,1,0
847,3,0,35.0,0,0,7.8958,0,0
848,2,0,28.0,0,1,33.0,1,0
849,1,1,24.0,1,0,89.1042,0,1
850,3,0,4.0,4,2,31.275,1,0
851,3,0,74.0,0,0,7.775,1,0
852,3,1,9.0,1,1,15.2458,0,0
853,1,1,16.0,0,1,39.4,1,1
854,2,1,44.0,1,0,26.0,1,0
855,3,1,18.0,0,1,9.35,1,1
856,1,1,45.0,1,1,164.8667,1,1
857,1,0,51.0,0,0,26.55,1,1
858,3,1,24.0,0,3,19.2583,0,1
859,3,0,27.0,0,0,7.2292,0,0
860,3,0,41.0,2,0,14.1083,1,0
861,2,0,21.0,1,0,11.5,1,0
862,1,1,48.0,0,0,25.9292,1,1
863,3,1,18.0,8,2,69.55,1,0
864,2,0,24.0,0,0,13.0,1,0
865,2,1,42.0,0,0,13.0,1,1
866,2,1,27.0,1,0,13.8583,0,1
867,1,0,31.0,0,0,50.4958,1,0
868,3,0,35.0,0,0,9.5,1,0
869,3,0,4.0,1,1,11.1333,1,1
870,3,0,26.0,0,0,7.8958,1,0
871,1,1,47.0,1,1,52.5542,1,1
872,1,0,33.0,0,0,5.0,1,0
873,3,0,47.0,0,0,9.0,1,0
874,2,1,28.0,1,0,24.0,0,1
875,3,1,15.0,0,0,7.225,0,1
876,3,0,20.0,0,0,9.8458,1,0
877,3,0,19.0,0,0,7.8958,1,0
878,3,0,29.0,0,0,7.8958,1,0
879,1,1,56.0,0,1,83.1583,0,1
880,2,1,25.0,0,1,26.0,1,1
881,3,0,33.0,0,0,7.8958,1,0
882,3,1,22.0,0,0,10.5167,1,0
883,2,0,28.0,0,0,10.5,1,0
884,3,0,25.0,0,0,7.05,1,0
885,3,1,39.0,0,5,29.125,2,0
886,2,0,27.0,0,0,13.0,1,0
887,1,1,19.0,0,0,30.0,1,1
888,3,1,20.0,1,2,23.45,1,0
889,1,0,26.0,0,0,30.0,0,1
890,3,0,32.0,0,0,7.75,2,0
0,3,0,34.5,0,0,7.8292,2,0
1,3,1,47.0,1,0,7.0,1,1
2,2,0,62.0,0,0,9.6875,2,0
3,3,0,27.0,0,0,8.6625,1,0
4,3,1,22.0,1,1,12.2875,1,1
5,3,0,14.0,0,0,9.225,1,0
6,3,1,30.0,0,0,7.6292,2,1
7,2,0,26.0,1,1,29.0,1,0
8,3,1,18.0,0,0,7.2292,0,1
9,3,0,21.0,2,0,24.15,1,0
10,3,0,,0,0,7.8958,1,0
11,1,0,46.0,0,0,26.0,1,0
12,1,1,23.0,1,0,82.2667,1,1
13,2,0,63.0,1,0,26.0,1,0
14,1,1,47.0,1,0,61.175,1,1
15,2,1,24.0,1,0,27.7208,0,1
16,2,0,35.0,0,0,12.35,2,0
17,3,0,21.0,0,0,7.225,0,0
18,3,1,27.0,1,0,7.925,1,1
19,3,1,45.0,0,0,7.225,0,1
20,1,0,55.0,1,0,59.4,0,0
21,3,0,9.0,0,1,3.1708,1,0
22,1,1,,0,0,31.6833,1,1
23,1,0,21.0,0,1,61.3792,0,0
24,1,1,48.0,1,3,262.375,0,1
25,3,0,50.0,1,0,14.5,1,0
26,1,1,22.0,0,1,61.9792,0,1
27,3,0,22.5,0,0,7.225,0,0
28,1,0,41.0,0,0,30.5,1,0
29,3,0,,2,0,21.6792,0,0
30,2,0,50.0,1,0,26.0,1,0
31,2,0,24.0,2,0,31.5,1,0
32,3,1,33.0,1,2,20.575,1,1
33,3,1,,1,2,23.45,1,1
34,1,0,30.0,1,0,57.75,0,0
35,3,0,18.5,0,0,7.2292,0,0
36,3,1,,0,0,8.05,1,1
37,3,1,21.0,0,0,8.6625,1,1
38,3,0,25.0,0,0,9.5,1,0
39,3,0,,0,0,56.4958,1,0
40,3,0,39.0,0,1,13.4167,0,0
41,1,0,,0,0,26.55,1,0
42,3,0,41.0,0,0,7.85,1,0
43,2,1,30.0,0,0,13.0,1,1
44,1,1,45.0,1,0,52.5542,1,1
45,3,0,25.0,0,0,7.925,1,0
46,1,0,45.0,0,0,29.7,0,0
47,3,0,,0,0,7.75,2,0
48,1,1,60.0,0,0,76.2917,0,1
49,3,1,36.0,0,2,15.9,1,1
50,1,0,24.0,1,0,60.0,1,0
51,2,0,27.0,0,0,15.0333,0,0
52,2,1,20.0,2,1,23.0,1,1
53,1,1,28.0,3,2,263.0,1,1
54,2,0,,0,0,15.5792,0,0
55,3,0,10.0,4,1,29.125,2,0
56,3,0,35.0,0,0,7.8958,1,0
57,3,0,25.0,0,0,7.65,1,0
58,3,0,,1,0,16.1,1,0
59,1,1,36.0,0,0,262.375,0,1
60,3,0,17.0,0,0,7.8958,1,0
61,2,0,32.0,0,0,13.5,1,0
62,3,0,18.0,0,0,7.75,1,0
63,3,1,22.0,0,0,7.725,2,1
64,1,0,13.0,2,2,262.375,0,0
65,2,1,,0,0,21.0,1,1
66,3,1,18.0,0,0,7.8792,2,1
67,1,0,47.0,0,0,42.4,1,0
68,1,0,31.0,0,0,28.5375,0,0
69,1,1,60.0,1,4,263.0,1,1
70,3,1,24.0,0,0,7.75,2,1
71,3,0,21.0,0,0,7.8958,1,0
72,3,1,29.0,0,0,7.925,1,1
73,1,0,28.5,0,0,27.7208,0,0
74,1,1,35.0,0,0,211.5,0,1
75,1,0,32.5,0,0,211.5,0,0
76,3,0,,0,0,8.05,1,0
77,1,1,55.0,2,0,25.7,1,1
78,2,0,30.0,0,0,13.0,1,0
79,3,1,24.0,0,0,7.75,2,1
80,3,0,6.0,1,1,15.2458,0,0
81,1,0,67.0,1,0,221.7792,1,0
82,1,0,49.0,0,0,26.0,1,0
83,3,0,,0,0,7.8958,1,0
84,2,0,,0,0,10.7083,2,0
85,3,0,,1,0,14.4542,0,0
86,3,1,27.0,0,0,7.8792,2,1
87,3,1,18.0,0,0,8.05,1,1
88,3,1,,0,0,7.75,2,1
89,2,0,2.0,1,1,23.0,1,0
90,3,1,22.0,1,0,13.9,1,1
91,3,0,,0,0,7.775,1,0
92,1,1,27.0,1,2,52.0,1,1
93,3,0,,0,0,8.05,1,0
94,1,0,25.0,0,0,26.0,0,0
95,3,0,25.0,0,0,7.7958,1,0
96,1,1,76.0,1,0,78.85,1,1
97,3,0,29.0,0,0,7.925,1,0
98,3,1,20.0,0,0,7.8542,1,1
99,3,0,33.0,0,0,8.05,1,0
100,1,1,43.0,1,0,55.4417,0,1
101,2,0,27.0,1,0,26.0,1,0
102,3,0,,0,0,7.75,2,0
103,3,0,26.0,0,0,7.775,1,0
104,3,1,16.0,1,1,8.5167,0,1
105,3,0,28.0,0,0,22.525,1,0
106,3,0,21.0,0,0,7.8208,2,0
107,3,0,,0,0,7.75,2,0
108,3,0,,0,0,8.7125,1,0
109,2,0,18.5,0,0,13.0,1,0
110,2,0,41.0,0,0,15.0458,0,0
111,3,1,,0,0,7.7792,2,1
112,1,1,36.0,0,0,31.6792,0,1
113,3,1,18.5,0,0,7.2833,2,1
114,1,1,63.0,1,0,221.7792,1,1
115,3,0,18.0,1,0,14.4542,0,0
116,3,0,,0,0,6.4375,0,0
117,3,1,1.0,1,1,16.7,1,1
118,1,0,36.0,0,0,75.2417,0,0
119,2,1,29.0,1,0,26.0,1,1
120,2,1,12.0,0,0,15.75,1,1
121,3,0,,1,0,7.75,2,0
122,1,1,35.0,1,0,57.75,0,1
123,3,0,28.0,0,0,7.25,1,0
124,3,0,,0,0,7.75,2,0
125,3,1,17.0,0,1,16.1,1,1
126,3,0,22.0,0,0,7.7958,1,0
127,3,1,,2,0,23.25,2,1
128,2,0,42.0,0,0,13.0,1,0
129,3,0,24.0,0,0,8.05,1,0
130,3,0,32.0,0,0,8.05,1,0
131,1,0,53.0,0,0,28.5,0,0
132,3,1,,0,4,25.4667,1,1
133,3,0,,1,0,6.4375,0,0
134,3,0,43.0,0,0,7.8958,1,0
135,3,0,24.0,0,0,7.8542,1,0
136,3,0,26.5,0,0,7.225,0,0
137,2,0,26.0,0,0,13.0,1,0
138,3,1,23.0,0,0,8.05,1,1
139,3,0,40.0,1,6,46.9,1,0
140,3,1,10.0,5,2,46.9,1,1
141,1,1,33.0,0,0,151.55,1,1
142,1,0,61.0,1,3,262.375,0,0
143,2,0,28.0,0,0,26.0,1,0
144,1,0,42.0,0,0,26.55,1,0
145,3,0,31.0,3,0,18.0,1,0
146,1,0,,0,0,51.8625,1,0
147,3,0,22.0,0,0,8.05,1,0
148,1,0,,0,0,26.55,1,0
149,2,0,30.0,1,1,26.0,1,0
150,1,1,23.0,0,1,83.1583,0,1
151,3,0,,0,0,7.8958,0,0
152,3,0,60.5,0,0,,1,0
153,3,1,36.0,0,2,12.1833,1,1
154,3,0,13.0,4,2,31.3875,1,0
155,3,0,24.0,0,0,7.55,1,0
156,1,1,29.0,0,0,221.7792,1,1
157,3,1,23.0,0,0,7.8542,1,1
158,1,0,42.0,0,0,26.55,1,0
159,3,1,26.0,0,2,13.775,1,1
160,3,1,,0,0,7.7333,2,1
161,3,0,7.0,1,1,15.2458,0,0
162,2,1,26.0,0,0,13.5,1,1
163,3,0,,0,0,7.0,1,0
164,2,0,41.0,0,0,13.0,1,0
165,3,1,26.0,1,1,22.025,1,1
166,1,0,48.0,0,0,50.4958,0,0
167,3,0,18.0,2,2,34.375,1,0
168,1,1,,0,0,27.7208,0,1
169,3,1,22.0,0,0,8.9625,1,1
170,3,0,,0,0,7.55,1,0
171,3,0,27.0,0,0,7.225,0,0
172,3,0,23.0,1,0,13.9,1,0
173,3,0,,0,0,7.2292,0,0
174,3,0,40.0,1,5,31.3875,1,0
175,2,1,15.0,0,2,39.0,1,1
176,2,1,20.0,0,0,36.75,1,1
177,1,0,54.0,1,0,55.4417,0,0
178,2,1,36.0,0,3,39.0,1,1
179,1,1,64.0,0,2,83.1583,0,1
180,2,0,30.0,0,0,13.0,1,0
181,1,0,37.0,1,1,83.1583,0,0
182,1,1,18.0,1,0,53.1,1,1
183,3,0,,0,0,7.75,2,0
184,1,1,27.0,1,1,247.5208,0,1
185,2,0,40.0,0,0,16.0,1,0
186,2,1,21.0,0,1,21.0,1,1
187,3,0,17.0,2,0,8.05,1,0
188,3,1,,8,2,69.55,1,1
189,2,0,40.0,0,0,13.0,1,0
190,2,0,34.0,1,0,26.0,1,0
191,1,0,,0,0,26.0,1,0
192,3,0,11.5,1,1,14.5,1,0
193,2,0,61.0,0,0,12.35,2,0
194,2,0,8.0,0,2,32.5,1,0
195,3,0,33.0,0,0,7.8542,1,0
196,1,0,6.0,0,2,134.5,0,0
197,3,1,18.0,0,0,7.775,1,1
198,2,0,23.0,0,0,10.5,1,0
199,3,1,,0,0,8.1125,1,1
200,3,1,,0,0,15.5,2,1
201,3,0,0.33,0,2,14.4,1,0
202,1,0,47.0,1,0,227.525,0,0
203,2,1,8.0,1,1,26.0,1,1
204,2,0,25.0,0,0,10.5,1,0
205,1,0,,0,0,25.7417,0,0
206,3,1,35.0,0,0,7.75,2,1
207,2,0,24.0,0,0,10.5,1,0
208,1,1,33.0,0,0,27.7208,0,1
209,3,0,25.0,0,0,7.8958,1,0
210,3,0,32.0,0,0,22.525,1,0
211,3,0,,0,0,7.05,1,0
212,2,0,17.0,0,0,73.5,1,0
213,2,1,60.0,1,0,26.0,1,1
214,3,1,38.0,4,2,7.775,1,1
215,1,0,42.0,0,0,42.5,1,0
216,3,1,,0,0,7.8792,2,1
217,1,0,57.0,1,1,164.8667,1,0
218,1,1,50.0,1,1,211.5,0,1
219,3,0,,0,0,8.05,1,0
220,2,1,30.0,1,0,13.8583,0,1
221,3,0,21.0,0,0,8.05,1,0
222,2,1,22.0,0,0,10.5,1,1
223,3,0,21.0,0,0,7.7958,1,0
224,1,1,53.0,0,0,27.4458,0,1
225,3,1,,0,2,15.2458,0,1
226,3,0,23.0,0,0,7.7958,1,0
227,3,1,,0,0,7.75,2,1
228,3,0,40.5,0,0,15.1,1,0
229,2,0,36.0,0,0,13.0,1,0
230,2,0,14.0,0,0,65.0,1,0
231,1,1,21.0,0,0,26.55,1,1
232,3,0,21.0,1,0,6.4958,1,0
233,3,0,,0,0,7.8792,2,0
234,1,0,39.0,1,0,71.2833,0,0
235,3,0,20.0,0,0,7.8542,1,0
236,1,0,64.0,1,0,75.25,0,0
237,3,0,20.0,0,0,7.225,0,0
238,2,1,18.0,1,1,13.0,1,1
239,1,1,48.0,1,0,106.425,0,1
240,1,1,55.0,0,0,27.7208,0,1
241,2,1,45.0,0,2,30.0,1,1
242,1,0,45.0,1,1,134.5,0,0
243,3,0,,0,0,7.8875,1,0
244,3,0,,1,2,23.45,1,0
245,1,0,41.0,1,0,51.8625,1,0
246,2,1,22.0,0,0,21.0,1,1
247,2,0,42.0,1,1,32.5,1,0
248,2,1,29.0,1,0,26.0,1,1
249,3,1,,1,0,14.4542,0,1
250,2,1,0.92,1,2,27.75,1,1
251,3,0,20.0,0,0,7.925,1,0
252,1,0,27.0,1,0,136.7792,0,0
253,3,0,24.0,0,0,9.325,1,0
254,3,0,32.5,0,0,9.5,1,0
255,3,0,,0,0,7.55,1,0
256,3,0,,0,0,7.75,2,0
257,3,0,28.0,0,0,8.05,1,0
258,2,1,19.0,0,0,13.0,1,1
259,3,0,21.0,0,0,7.775,1,0
260,3,0,36.5,1,0,17.4,1,0
261,3,0,21.0,0,0,7.8542,1,0
262,2,1,29.0,0,2,23.0,1,1
263,3,1,1.0,1,1,12.1833,1,1
264,2,0,30.0,0,0,12.7375,0,0
265,3,0,,0,0,7.8958,1,0
266,1,0,,0,0,0.0,1,0
267,3,0,,0,0,7.55,1,0
268,3,1,,0,0,8.05,1,1
269,3,0,17.0,0,0,8.6625,1,0
270,1,0,46.0,0,0,75.2417,0,0
271,3,0,,0,0,7.75,2,0
272,1,1,26.0,1,0,136.7792,0,1
273,3,1,,1,0,15.5,2,1
274,3,0,,0,0,7.225,0,0
275,2,1,20.0,1,0,26.0,1,1
276,2,0,28.0,0,0,10.5,1,0
277,2,0,40.0,1,0,26.0,1,0
278,2,0,30.0,1,0,21.0,1,0
279,2,0,22.0,0,0,10.5,1,0
280,3,1,23.0,0,0,8.6625,1,1
281,3,0,0.75,1,1,13.775,1,0
282,3,1,,0,0,7.75,2,1
283,3,1,9.0,1,1,15.2458,0,1
284,3,1,2.0,1,1,20.2125,1,1
285,3,0,36.0,0,0,7.25,1,0
286,3,0,,0,0,7.25,1,0
287,1,0,24.0,1,0,82.2667,1,0
288,3,0,,0,0,7.2292,0,0
289,3,0,,0,0,8.05,1,0
290,1,0,,0,0,39.6,1,0
291,3,1,30.0,0,0,6.95,2,1
292,3,0,,0,0,7.2292,0,0
293,1,0,53.0,1,1,81.8583,1,0
294,3,0,36.0,0,0,9.5,1,0
295,3,0,26.0,0,0,7.8958,1,0
296,2,1,1.0,1,2,41.5792,0,1
297,3,0,,2,0,21.6792,0,0
298,1,0,30.0,0,0,45.5,1,0
299,3,0,29.0,0,0,7.8542,1,0
300,3,0,32.0,0,0,7.775,1,0
301,2,0,,0,0,15.0458,0,0
302,2,0,43.0,0,1,21.0,1,0
303,3,0,24.0,0,0,8.6625,1,0
304,3,1,,0,0,7.75,2,1
305,1,1,64.0,1,1,26.55,1,1
306,1,0,30.0,1,2,151.55,1,0
307,3,0,0.83,0,1,9.35,1,0
308,1,0,55.0,1,1,93.5,1,0
309,3,1,45.0,1,0,14.1083,1,1
310,3,0,18.0,0,0,8.6625,1,0
311,3,0,22.0,0,0,7.225,0,0
312,3,0,,0,0,7.575,1,0
313,3,1,37.0,0,0,7.75,2,1
314,1,1,55.0,0,0,135.6333,0,1
315,3,1,17.0,0,0,7.7333,2,1
316,1,0,57.0,1,0,146.5208,0,0
317,2,0,19.0,0,0,10.5,1,0
318,3,0,27.0,0,0,7.8542,1,0
319,2,0,22.0,2,0,31.5,1,0
320,3,0,26.0,0,0,7.775,1,0
321,3,0,25.0,0,0,7.2292,0,0
322,2,0,26.0,0,0,13.0,1,0
323,1,0,33.0,0,0,26.55,1,0
324,1,1,39.0,0,0,211.3375,1,1
325,3,0,23.0,0,0,7.05,1,0
326,2,1,12.0,2,1,39.0,1,1
327,1,0,46.0,0,0,79.2,0,0
328,2,0,29.0,1,0,26.0,1,0
329,2,0,21.0,0,0,13.0,1,0
330,2,1,48.0,0,2,36.75,1,1
331,1,0,39.0,0,0,29.7,0,0
332,3,0,,0,0,7.225,0,0
333,3,1,19.0,1,1,15.7417,0,1
334,3,0,27.0,0,0,7.8958,1,0
335,1,0,30.0,0,0,26.0,1,0
336,2,0,32.0,0,0,13.0,1,0
337,3,0,39.0,0,2,7.2292,0,0
338,2,0,25.0,0,0,31.5,1,0
339,3,0,,0,0,7.2292,0,0
340,2,0,18.0,0,0,10.5,1,0
341,3,0,32.0,0,0,7.5792,1,0
342,3,0,,1,9,69.55,1,0
343,1,1,58.0,0,1,512.3292,0,1
344,3,0,,1,1,14.5,1,0
345,3,1,16.0,0,0,7.65,1,1
346,2,0,26.0,0,0,13.0,1,0
347,3,1,38.0,0,0,7.2292,0,1
348,2,0,24.0,0,0,13.5,1,0
349,2,1,31.0,0,0,21.0,1,1
350,1,1,45.0,0,1,63.3583,0,1
351,2,0,25.0,0,0,10.5,1,0
352,2,0,18.0,0,0,73.5,1,0
353,2,0,49.0,1,2,65.0,1,0
354,3,1,0.17,1,2,20.575,1,1
355,1,0,50.0,0,0,26.0,1,0
356,1,1,59.0,2,0,51.4792,1,1
357,3,0,,0,0,7.8792,1,0
358,3,0,,0,0,7.75,2,0
359,3,1,30.0,1,0,15.55,1,1
360,3,0,14.5,8,2,69.55,1,0
361,2,1,24.0,1,1,37.0042,0,1
362,2,1,31.0,0,0,21.0,1,1
363,3,0,27.0,0,0,8.6625,1,0
364,1,1,25.0,1,0,55.4417,0,1
365,3,1,,1,9,69.55,1,1
366,3,0,,1,0,14.4583,0,0
367,3,1,22.0,0,0,39.6875,1,1
